sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.6248;7.4496;0.8434;-2.6069;9.1164;2.5031;0.3545;-2.29;-0.7721;0.3103;0.5539;-0.2927;85.0;677.2;-232.3;992.0;257.15;-68.38;46.16;2.0;44.39;19.519741;-96.915634;4348.39;0.0;132.25806;9 / 17;99.7;56.0;3.817;6179;2014-11-08 13:54:25:976
-2.7557;8.6024;0.5878;-3.2493;8.9303;2.4213;0.4936;-0.3279;-1.8335;-0.323;1.2512;0.0791;89.0;688.9;-231.4;1001.6;263.54;-65.59;53.31;2.0;40.275;19.519741;-96.915634;4348.39;0.0;132.25806;10 / 17;99.7;56.0;3.817;6701;2014-11-08 13:54:26:498
-4.3712;7.3059;4.7962;-2.936;8.2593;4.3971;-1.4352;-0.9534;0.3991;-0.1633;-1.6328;-0.9231;60.0;687.5;-228.9;999.4;258.45;-65.63;47.64;2.0;38.412;19.519741;-96.915634;4348.39;0.0;132.25806;10 / 17;99.7;56.0;3.817;7238;2014-11-08 13:54:27:035
-2.9293;9.4751;4.9261;-1.2819;8.2521;5.1411;-1.0628;0.7545;1.0964;0.3571;0.2296;0.534;164.0;679.8;-223.3;991.4;228.67;-57.3;14.0;2.0;39.772;19.519741;-96.915634;4348.39;0.0;132.25806;10 / 17;99.7;56.0;3.817;7763;2014-11-08 13:54:27:560
-0.6704;9.8521;3.9085;-0.0343;8.4042;5.0536;-0.4769;1.175;0.0826;-0.217;-0.2687;0.1614;147.0;680.1;-226.9;993.0;219.62;-58.24;4.59;2.0;43.735;19.519753;-96.91563;4354.84;0.0;38.709675;11 / 17;99.7;56.0;3.817;8273;2014-11-08 13:54:28:070
-0.3735;8.5036;4.3215;0.1751;8.2746;5.2602;0.1535;-0.2942;-0.6077;-0.127;0.9851;0.1047;70.0;681.1;-229.3;993.4;213.47;-57.54;-1.91;2.0;44.113;19.519753;-96.91563;4354.84;0.0;38.709675;11 / 17;99.7;56.0;3.817;8781;2014-11-08 13:54:28:578
-2.1602;7.7859;3.9816;-0.983;7.6897;6.0061;-2.0055;-0.7592;0.601;-0.5206;0.6053;0.3787;15.0;687.9;-230.6;1002.5;225.29;-51.64;9.3;2.0;45.933;19.519753;-96.91563;4354.84;0.0;38.709675;11 / 17;99.7;56.0;3.817;9309;2014-11-08 13:54:29:106
-0.483;8.2235;5.8712;-0.4535;7.5124;6.2872;-0.3138;1.0074;-0.6261;-0.134;0.1734;0.2501;15.0;687.9;-238.4;1005.7;220.64;-50.0;4.13;2.0;46.313;19.519753;-96.91563;4354.84;0.0;38.709675;11 / 17;99.7;56.0;3.817;9835;2014-11-08 13:54:29:632
0.5638;7.5064;5.1894;-0.628;7.1324;6.7011;1.4475;0.2872;-1.6074;0.0349;0.0455;-0.0109;19.0;685.4;-242.3;1009.2;218.94;-48.96;2.26;2.0;49.239;19.519756;-96.91562;4354.84;0.0;38.709675;12 / 17;99.7;56.0;3.817;10363;2014-11-08 13:54:30:160
-1.1809;6.7762;6.6331;-1.2716;7.0544;6.6925;1.1627;-0.0867;-0.4633;0.2964;-0.0716;0.3196;52.0;685.2;-244.9;1012.7;226.77;-42.74;9.06;2.0;51.52;19.519756;-96.91562;4354.84;0.0;38.709675;12 / 17;99.7;56.0;3.817;10867;2014-11-08 13:54:30:664
-1.9387;8.6377;2.7515;-2.7001;8.7159;3.5934;0.0689;-0.6705;1.0414;1.8959;-0.6008;-1.5936;165.0;694.0;-238.0;1020.7;231.41;-56.58;17.73;2.0;52.2;19.519756;-96.91562;4354.84;0.0;38.709675;12 / 17;99.7;56.0;3.817;11397;2014-11-08 13:54:31:194
-2.4205;8.2809;4.4694;-3.5178;7.6889;4.9675;1.0972;0.592;-0.4981;-0.0434;-0.7859;0.3949;53.0;698.6;-222.1;998.8;252.9;-51.65;41.31;2.0;52.057;19.519756;-96.91562;4354.84;0.0;38.709675;12 / 17;99.7;56.0;3.817;11917;2014-11-08 13:54:31:714
-2.5815;8.1864;3.963;-2.7472;8.3149;4.4143;0.1656;-0.1285;-0.4513;0.2037;-1.2802;-0.927;57.0;684.8;-226.6;983.7;244.65;-57.98;31.9;2.0;50.03;19.519756;-96.91562;4354.84;0.0;38.709675;13 / 17;99.7;56.0;3.817;12443;2014-11-08 13:54:32:240
-2.4116;8.114;5.0129;-2.2868;8.4238;4.4699;-0.267;-0.2948;0.4858;0.1606;0.5699;-0.0762;104.0;676.0;-230.3;979.2;240.12;-59.2;27.09;2.0;51.365;19.519756;-96.91562;4354.84;0.0;38.709675;13 / 17;99.7;56.0;3.794;12952;2014-11-08 13:54:32:749
-3.6512;7.6255;3.8044;-2.3217;8.8097;3.629;-1.3295;-1.1842;0.1754;0.5531;0.7017;0.0245;161.0;677.7;-233.1;980.4;244.51;-63.55;32.21;2.0;50.812;19.51976;-96.91561;4354.84;0.0;32.258064;13 / 17;99.7;56.0;3.794;13461;2014-11-08 13:54:33:258
-1.5802;8.8747;1.8411;-1.3552;8.9758;3.7107;-0.225;-0.1011;-1.8696;-0.2618;0.9569;0.4983;169.0;681.1;-238.1;986.4;232.09;-67.35;18.84;2.0;48.303;19.51976;-96.91561;4354.84;0.0;32.258064;13 / 17;99.7;56.0;3.794;13985;2014-11-08 13:54:33:782
-2.9323;9.2811;3.9002;-1.8844;8.817;3.8574;-1.0479;0.4641;0.0427;-1.1614;0.6679;-1.0453;377.0;689.2;-238.5;993.6;231.24;-65.23;17.74;2.0;62.707;19.51976;-96.91561;4354.84;0.0;32.258064;14 / 17;99.7;56.0;3.794;14516;2014-11-08 13:54:34:313
-3.8487;11.0187;5.7892;-3.9936;7.2849;5.2108;-0.0574;0.8441;0.1899;0.2687;-0.0999;-0.5129;1162.0;694.6;-227.5;996.2;249.83;-47.97;37.47;2.0;52.638;19.51976;-96.91561;4354.84;0.0;32.258064;14 / 17;99.7;56.0;3.794;15031;2014-11-08 13:54:34:828
-4.4951;8.4521;5.1996;-3.2116;7.9129;4.8209;-4.275;-0.127;2.9243;0.1803;-0.49;0.3396;686.0;685.8;-229.2;996.1;251.76;-55.69;40.59;2.0;52.783;19.51976;-96.91561;4354.84;0.0;32.258064;13 / 16;99.7;56.0;3.794;15532;2014-11-08 13:54:35:329
-4.4131;10.6871;6.0154;-4.2139;7.3654;4.9158;-0.1992;3.3218;1.0997;-0.3571;-0.179;0.8698;1266.0;690.0;-224.4;1000.6;252.02;-48.68;40.6;2.0;51.228;19.51976;-96.91561;4354.84;0.0;32.258064;13 / 16;99.7;56.0;3.794;16056;2014-11-08 13:54:35:853
-5.2212;7.5214;2.0943;-4.039;7.7112;4.516;-1.1822;-0.1898;-2.4217;0.5547;-0.0509;-0.2911;1064.0;687.9;-225.2;998.3;252.86;-51.84;41.81;2.0;57.222;19.51976;-96.91561;4354.84;0.0;32.258064;14 / 17;99.7;56.0;3.794;16569;2014-11-08 13:54:36:366
-0.3244;5.2625;5.7263;-0.8202;7.2231;6.5821;0.7867;-1.589;-0.4242;-0.9457;-0.5097;0.9558;1475.0;679.4;-226.0;991.5;238.51;-52.66;24.52;2.0;50.766;19.51976;-96.91561;4354.84;0.0;32.258064;14 / 17;99.7;56.0;3.794;17070;2014-11-08 13:54:36:867
-3.0801;5.7144;1.9429;-3.7578;7.7136;4.7487;0.6776;-1.9992;-2.8058;0.5446;-0.9217;-0.6956;1514.0;687.3;-225.5;999.4;250.08;-51.87;38.36;2.0;53.684;19.519753;-96.91562;4354.84;0.9;16.129032;14 / 16;99.7;56.0;3.794;17613;2014-11-08 13:54:37:410
-10.972;4.297;9.7169;-7.849;5.3477;2.4426;1.6821;-2.1125;2.927;-0.9968;0.6786;-0.5068;1057.0;694.4;-209.4;1007.0;271.13;-33.05;72.71;2.0;55.254;19.519753;-96.91562;4354.84;0.9;16.129032;14 / 16;99.7;56.0;3.794;18122;2014-11-08 13:54:37:919
-8.9699;8.6473;6.1507;-5.6506;6.5855;4.5687;-1.1259;1.6488;0.8072;0.338;-0.4242;0.8171;1793.0;694.0;-214.4;1008.5;263.29;-31.99;58.8;2.0;57.071;19.519766;-96.91561;4358.06;2.7;12.903226;14 / 16;99.7;56.0;3.794;18655;2014-11-08 13:54:38:452
-4.1563;7.1958;3.307;-4.2313;8.1261;3.4976;0.075;-0.9303;-0.1906;-0.0658;0.2314;0.0538;1165.0;684.1;-223.9;999.0;254.45;-54.75;43.85;2.0;52.196;19.519766;-96.91561;4358.06;2.7;12.903226;14 / 16;99.7;56.0;3.794;19187;2014-11-08 13:54:38:984
-2.5181;7.3807;0.2472;-3.7518;8.6293;2.7622;1.2337;-1.2486;-2.515;0.3736;0.6418;-0.2815;959.0;680.4;-226.8;997.0;263.09;-61.64;53.64;2.0;50.56;19.519772;-96.91562;4351.61;1.8;12.903226;15 / 17;99.7;56.0;3.794;19713;2014-11-08 13:54:39:510
-5.1302;5.3558;0.6644;-4.5305;8.2135;2.8605;-0.5996;-2.8577;-2.1961;0.4045;0.7894;-0.2711;1111.0;684.3;-223.9;999.1;266.0;-56.88;57.73;2.0;50.604;19.519772;-96.91562;4351.61;1.8;12.903226;15 / 18;99.7;56.0;3.794;20213;2014-11-08 13:54:40:010
-0.1;4.6531;0.0527;-2.0493;9.0215;3.2532;2.6473;-3.2664;-1.8927;-0.2123;0.1092;0.1534;836.0;677.3;-227.4;997.6;267.99;-61.0;59.36;2.0;49.388;19.519772;-96.91562;4351.61;1.8;12.903226;15 / 18;99.7;56.0;3.794;20748;2014-11-08 13:54:40:545
-4.2198;11.956;5.2361;-3.3625;8.3993;3.7837;-0.8573;3.5568;1.4524;0.0834;0.3361;0.3103;1320.0;684.2;-224.3;1001.1;252.66;-58.92;41.63;2.0;50.273;19.519772;-96.91562;4351.61;1.8;12.903226;16 / 18;99.7;56.0;3.794;21297;2014-11-08 13:54:41:094
-4.4831;11.6969;0.343;-4.0611;8.9224;0.2622;-0.4221;2.7745;0.0807;-1.1731;-1.7329;0.2876;1698.0;684.1;-225.4;1001.7;294.19;-65.48;86.31;2.0;53.645;19.519772;-96.91562;4351.61;1.8;12.903226;16 / 18;99.7;56.0;3.794;21806;2014-11-08 13:54:41:603
-3.969;7.6543;3.0873;-4.0266;8.175;3.6231;0.0577;-0.5207;-0.5357;-2.3668;-2.1164;0.1124;1621.0;681.6;-218.5;998.5;258.0;-56.47;48.02;2.0;51.949;19.519772;-96.91561;4351.61;1.8;12.903226;16 / 18;99.7;56.0;3.794;22331;2014-11-08 13:54:42:128
-1.5287;5.354;6.5469;-1.4107;5.9835;7.6405;-0.118;-0.6295;-1.0936;-0.0509;-0.9492;0.0096;2539.0;675.2;-209.8;994.9;232.34;-37.75;12.34;2.0;53.422;19.519772;-96.91561;4351.61;1.8;12.903226;16 / 18;99.7;56.0;3.794;22868;2014-11-08 13:54:42:665
-1.1013;4.9865;7.255;-1.0178;5.518;8.0428;-0.0836;-0.5315;-0.7878;0.1755;0.576;0.2839;2712.0;673.1;-207.9;994.1;230.1;-32.54;7.11;2.0;50.18;19.519773;-96.91562;4348.39;0.9;12.903226;16 / 18;99.7;56.0;3.794;23419;2014-11-08 13:54:43:216
-1.6436;4.9817;6.2088;-1.2861;5.8282;7.7813;-0.2977;-0.692;-2.7098;0.7172;0.4615;-0.4178;2687.0;675.9;-209.1;995.7;230.38;-36.46;9.38;2.0;52.057;19.519773;-96.91562;4348.39;0.9;12.903226;16 / 18;99.7;56.0;3.794;23919;2014-11-08 13:54:43:716
-11.2569;9.1572;5.703;-6.0831;6.7607;3.6687;-5.1738;2.3966;2.0343;-1.326;-1.2802;-0.1694;1848.0;678.6;-213.2;997.5;263.11;-55.69;54.29;2.0;50.55;19.519773;-96.91562;4348.39;0.9;12.903226;16 / 17;99.7;56.0;3.794;24451;2014-11-08 13:54:44:248
-8.4617;10.2771;3.7266;-5.5195;7.1015;3.9081;-4.1566;2.8536;2.418;-0.9649;-1.0378;0.3499;1764.0;675.2;-209.3;996.0;267.22;-48.75;60.92;2.0;49.527;19.519773;-96.91562;4348.39;0.9;12.903226;16 / 17;99.7;56.0;3.794;24961;2014-11-08 13:54:44:758
-6.3267;6.7606;4.2096;-5.1907;7.4052;3.7934;-1.136;-0.6446;0.4162;0.0157;0.1015;-0.4077;1818.0;679.9;-209.4;993.9;260.19;-51.44;50.91;2.0;47.885;19.519773;-96.91562;4348.39;0.9;12.903226;16 / 17;99.7;56.0;3.794;25488;2014-11-08 13:54:45:285
-3.4656;7.6716;2.7138;-5.1957;7.3609;3.8719;1.7301;0.3107;-1.158;0.3193;0.2392;0.033;1970.0;679.4;-208.9;991.5;261.88;-47.35;53.72;2.0;48.392;19.519785;-96.91562;4341.94;1.8;12.903226;16 / 17;99.7;56.0;3.794;26044;2014-11-08 13:54:45:841
-5.7371;10.8876;3.7763;-5.4278;7.4851;3.2685;-0.0273;1.3664;-0.3894;0.8844;0.0099;-0.2003;2209.0;681.3;-210.9;991.5;266.11;-49.75;58.94;2.0;57.359;19.519789;-96.91562;4341.94;1.8;12.903226;16 / 17;99.7;56.0;3.794;26566;2014-11-08 13:54:46:363
-4.8584;9.7671;4.4179;-3.8996;8.3623;3.3219;0.9861;1.5621;-0.2042;0.0173;-0.7561;0.453;2531.0;683.2;-217.2;991.5;259.66;-58.51;49.57;2.0;51.13;19.519789;-96.91562;4341.94;1.8;12.903226;16 / 17;99.7;56.0;3.794;27071;2014-11-08 13:54:46:868
-0.9667;8.6341;2.0602;-1.4368;9.1795;3.1373;0.4702;-0.5454;-1.0771;0.2479;-0.0655;-0.0708;2309.0;679.2;-224.4;989.1;251.11;-66.46;39.39;2.0;52.797;19.519796;-96.91563;4338.71;1.8;12.903226;16 / 17;99.7;56.0;3.794;27670;2014-11-08 13:54:47:467
-1.4066;8.7574;3.0041;-1.1041;9.1912;3.2363;-0.3025;-0.4338;-0.2322;0.0328;-0.0471;-0.0959;2105.0;672.5;-225.6;986.3;230.91;-69.44;17.81;2.0;53.183;19.519796;-96.91563;4338.71;1.8;12.903226;16 / 17;99.7;56.0;3.794;28219;2014-11-08 13:54:48:016
1.3886;1.4437;-0.9487;-1.1541;9.1931;3.2133;2.5428;-7.7494;-4.162;-0.0631;-0.1989;-0.8858;1936.0;669.3;-226.4;985.5;232.59;-69.62;19.76;2.0;60.638;19.519802;-96.91562;4341.94;2.7;12.903226;16 / 17;99.7;56.0;3.794;28739;2014-11-08 13:54:48:536
-10.0736;5.5701;16.611;-4.7952;4.5593;7.238;-5.2784;1.0108;9.373;3.5934;-0.9023;1.1526;3812.0;668.5;-184.9;999.5;261.43;1.75;45.58;2.0;63.75;19.519808;-96.91562;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;29285;2014-11-08 13:54:49:082
-0.8984;5.4468;3.2406;-4.2507;5.4722;6.9396;4.2034;0.1781;-5.2079;-0.0157;-1.2581;-1.5015;1221.0;655.1;-227.2;983.6;249.53;-25.72;33.25;2.0;61.811;19.519808;-96.91562;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;29785;2014-11-08 13:54:49:582
-5.7114;5.6234;6.523;-4.0895;6.3312;6.2739;-1.6219;-0.7079;0.2491;1.4549;-0.2639;-1.6088;670.0;639.8;-241.0;998.0;244.32;-41.07;31.98;2.0;61.074;19.519815;-96.91562;4341.94;2.7;12.903226;16 / 18;99.7;56.0;3.794;30323;2014-11-08 13:54:50:120
-3.975;4.4005;8.354;-3.3285;5.2609;7.5772;-0.6465;-0.8604;0.7768;0.1414;0.738;-0.4165;1019.0;639.6;-247.5;1006.4;237.62;-36.41;21.71;2.0;65.241;19.519815;-96.91562;4341.94;2.7;12.903226;16 / 18;99.7;56.0;3.794;30839;2014-11-08 13:54:50:636
-6.8582;7.683;9.5565;-4.5413;4.2221;7.5974;-2.3169;3.4609;1.959;-1.0527;0.4245;0.0272;1226.0;643.8;-248.0;1000.6;246.17;-29.03;31.13;2.0;56.651;19.51982;-96.91561;4341.94;2.7;12.903226;16 / 18;99.7;56.0;3.794;31366;2014-11-08 13:54:51:163
-4.9141;7.7446;7.3592;-4.3997;5.6025;6.7398;-0.8436;1.525;-2.2363;-0.7161;0.469;0.2743;1142.0;641.8;-247.4;1006.4;246.03;-34.84;33.14;2.0;54.311;19.51982;-96.91561;4341.94;2.7;12.903226;16 / 18;99.7;56.0;3.794;31905;2014-11-08 13:54:51:702
-3.7266;6.5392;6.8468;-3.9027;4.677;7.6854;0.1761;1.8621;-0.8385;-0.8535;0.4938;0.1731;1050.0;637.8;-241.0;1000.5;244.28;-36.22;30.71;2.0;57.761;19.519817;-96.9156;4341.94;2.7;12.903226;17 / 19;99.7;56.0;3.794;32440;2014-11-08 13:54:52:237
-2.736;3.9738;4.1138;-4.2403;5.9446;6.5461;1.5043;-1.9708;-2.4323;0.0961;0.5654;0.3739;1256.0;638.7;-236.0;993.6;245.73;-32.36;31.11;2.0;61.962;19.519817;-96.9156;4341.94;2.7;12.903226;17 / 19;99.7;56.0;3.794;32953;2014-11-08 13:54:52:750
-5.2008;3.3956;5.6904;-5.1343;4.7899;6.8459;-0.0665;-1.3943;-1.1555;0.5393;-0.4192;0.2447;1462.0;645.7;-228.4;986.6;251.27;-25.08;36.97;2.0;51.52;19.519812;-96.91559;4341.94;2.7;12.903226;16 / 19;99.7;56.0;3.794;33460;2014-11-08 13:54:53:257
-4.9829;7.0138;7.2826;-4.6965;4.7932;7.1511;-2.2246;2.6274;-0.1383;0.7049;-0.013;-0.6021;1343.0;644.2;-230.6;988.0;249.24;-29.08;35.01;2.0;51.024;19.519812;-96.91559;4341.94;2.7;12.903226;16 / 19;99.7;56.0;3.794;33987;2014-11-08 13:54:53:784
-3.2741;5.8257;5.3032;-5.2161;5.4261;6.2865;0.6627;0.5986;0.393;0.1654;-0.3124;-0.041;1033.0;641.8;-241.4;995.4;250.61;-33.59;39.68;2.0;53.314;19.519808;-96.91558;4338.71;2.7;12.903226;16 / 19;99.7;56.0;3.794;34503;2014-11-08 13:54:54:300
-3.875;5.2307;6.5224;-4.5547;5.3705;6.8251;0.6291;0.0627;-1.048;0.2091;-0.2703;-0.2099;1306.0;644.9;-240.1;995.2;247.19;-33.21;33.72;2.0;53.453;19.519808;-96.91558;4338.71;2.7;12.903226;16 / 19;99.7;56.0;3.794;35038;2014-11-08 13:54:54:835
-3.553;6.1513;7.7883;-3.482;6.1535;6.7956;0.141;0.5542;0.0447;0.4823;-0.2474;3.0E-4;1510.0;643.7;-244.3;1003.7;241.22;-38.86;27.13;2.0;53.554;19.519802;-96.91557;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;35561;2014-11-08 13:54:55:358
-5.1817;5.1739;6.5673;-5.7566;5.0579;6.1196;0.575;0.1159;0.4477;-0.2565;-0.0844;-0.0322;1365.0;653.8;-245.4;999.6;253.03;-31.05;43.25;2.0;53.915;19.519802;-96.91557;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;36088;2014-11-08 13:54:55:885
-5.8448;5.6144;5.9304;-5.4582;5.3482;6.1461;-0.3867;0.2662;-0.2157;0.478;-0.3633;-0.2775;1373.0;654.8;-246.7;1002.0;251.86;-33.05;41.61;2.0;55.335;19.519796;-96.915565;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;36590;2014-11-08 13:54:56:387
-4.2335;5.1176;4.0115;-4.513;6.9968;5.1815;0.2795;-1.8792;-1.17;0.9808;0.5643;0.84;1532.0;652.2;-248.3;1008.1;250.41;-45.52;41.06;2.0;55.825;19.519796;-96.915565;4338.71;2.7;12.903226;16 / 18;99.7;56.0;3.794;37097;2014-11-08 13:54:56:894
-4.5209;5.1942;7.501;-6.2004;5.6035;5.131;2.4938;0.0551;1.3831;-1.6882;1.2565;1.1979;965.0;655.3;-231.9;987.2;256.78;-39.13;49.84;2.0;55.149;19.519789;-96.915565;4338.71;2.7;9.677419;16 / 18;99.7;56.0;3.794;37615;2014-11-08 13:54:57:412
-5.7521;5.0637;6.4224;-6.3932;4.4571;5.9525;0.3515;0.8947;-0.8281;-0.2719;0.2818;0.445;1562.0;663.0;-214.8;984.3;256.76;-27.03;47.04;2.0;53.75;19.519789;-96.915565;4338.71;2.7;9.677419;16 / 18;99.7;56.0;3.794;38153;2014-11-08 13:54:57:950
-5.4947;6.6128;6.1585;-5.3808;6.2658;5.2874;0.2341;0.383;-0.0678;0.3854;-0.1092;0.2312;1416.0;661.4;-219.1;984.3;256.91;-34.11;48.07;2.0;54.628;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 18;99.7;56.0;3.794;38674;2014-11-08 13:54:58:471
-5.105;7.0946;3.6811;-5.1213;7.2293;4.2047;0.0163;-0.1347;-0.5236;-0.1111;-0.3457;0.1033;1062.0;654.4;-225.8;985.1;258.43;-47.49;50.61;2.0;52.558;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 18;99.7;56.0;3.794;39220;2014-11-08 13:54:59:017
-3.7481;7.3119;5.3923;-4.4518;6.957;5.2869;0.7037;0.3549;0.1054;-0.2192;-0.081;-0.0866;1437.0;657.0;-224.0;984.7;250.97;-45.19;40.1;2.0;56.763;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 18;99.7;56.0;3.794;39733;2014-11-08 13:54:59:530
-4.9973;6.6409;5.4534;-5.3345;6.4976;5.0492;0.573;0.3803;0.5305;0.2123;0.3015;-0.318;1330.0;659.3;-222.4;984.3;253.21;-42.38;42.97;2.0;58.514;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 18;99.7;56.0;3.794;40241;2014-11-08 13:55:00:038
-5.5659;6.6283;3.7781;-6.1164;6.2926;4.3776;0.5505;0.3358;-0.5996;0.3997;-0.2083;-0.269;1040.0;656.1;-224.0;985.1;260.53;-39.92;54.41;2.0;56.031;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 18;99.7;56.0;3.794;40807;2014-11-08 13:55:00:604
-4.3383;7.2323;4.1911;-5.6982;6.6641;4.3921;1.3599;0.5682;-0.201;0.2863;-0.4269;-0.1356;997.0;647.3;-231.7;986.9;258.87;-42.81;52.38;2.0;54.183;19.519781;-96.915565;4341.94;0.0;9.677419;16 / 19;99.7;56.0;3.794;41307;2014-11-08 13:55:01:104
