sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.3822;7.8721;2.645;5.3462;7.7544;2.7311;0.036;0.1178;-0.0861;0.0743;-0.0786;-0.1281;190.0;-5.8;-24.7;21.5;130.39;-52.25;-62.94;2.0;52.392;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;292404;2014-11-08 13:59:12:201
5.0835;7.7339;2.9251;5.1272;7.9069;2.7134;-0.0437;-0.173;0.2117;0.0317;0.4032;0.1188;192.0;-4.4;-25.5;20.7;134.18;-53.73;-62.11;2.0;62.039;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;292905;2014-11-08 13:59:12:702
5.3576;8.3731;2.1494;5.5492;7.6234;2.6945;-0.1916;0.7497;-0.5451;-0.1089;-0.1281;-0.0474;177.0;-8.6;-23.8;22.8;129.5;-51.49;-62.25;2.0;63.793;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;293405;2014-11-08 13:59:13:202
7.0174;6.684;1.5622;6.2254;7.0699;2.7259;0.792;-0.3859;-1.1637;0.1292;-0.2642;0.0647;186.0;-9.6;-23.4;22.0;122.7;-47.56;-65.57;2.0;55.407;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;293905;2014-11-08 13:59:13:702
6.7594;7.2688;1.2815;6.5686;7.0341;1.8826;0.1908;0.2346;-0.6011;-0.3332;-0.0266;-0.1417;198.0;-9.3;-25.1;18.8;125.81;-45.83;-74.01;2.0;52.412;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;294434;2014-11-08 13:59:14:231
4.9428;6.6487;3.6272;5.3453;7.7038;2.8723;-0.4024;-1.0551;0.7549;0.0296;-0.0104;0.0618;288.0;-1.1;-27.1;14.7;147.63;-51.77;-61.75;2.0;50.712;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;294936;2014-11-08 13:59:14:733
5.6761;7.4154;2.809;5.4976;7.532;3.0357;0.1784;-0.1166;-0.2267;-0.1931;-0.6898;-0.5161;368.0;-0.9;-27.9;11.5;154.86;-47.56;-58.43;2.0;55.6;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;295436;2014-11-08 13:59:15:233
5.7796;7.2125;2.8497;5.776;7.4799;2.619;0.0036;-0.2674;0.2307;-0.24;-0.555;-0.1135;354.0;3.9;-29.1;2.3;175.3;-49.93;-64.31;2.0;50.116;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;295936;2014-11-08 13:59:15:733
6.2944;7.0898;3.1556;6.5449;6.8084;2.642;-0.2506;0.2815;0.5135;-0.0434;-0.2549;0.2759;348.0;1.7;-28.3;-1.1;183.27;-47.3;-65.66;2.0;50.705;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;296436;2014-11-08 13:59:16:233
7.6896;6.18;1.6562;7.2262;6.2507;2.2092;0.4634;-0.0707;-0.553;-0.265;0.0112;0.2205;280.0;-1.8;-26.7;-2.7;186.85;-39.6;-73.0;2.0;50.313;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;296936;2014-11-08 13:59:16:733
6.9103;6.1064;3.1322;6.7925;6.1366;3.5177;0.1178;-0.0302;-0.3855;0.5068;-0.0748;0.1127;481.0;-1.8;-25.9;-2.7;185.44;-38.74;-62.62;2.0;49.237;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;297437;2014-11-08 13:59:17:234
6.8019;5.7982;5.1314;6.6174;5.5137;4.6883;0.1846;0.2844;0.4431;-0.0738;-0.2698;0.0586;592.0;-0.3;-25.4;-5.5;192.09;-34.21;-54.68;2.0;48.656;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;297937;2014-11-08 13:59:17:734
6.8396;5.1092;4.7393;6.5989;5.5244;4.7017;0.2407;-0.4151;0.0376;0.1127;-0.1574;-0.1955;621.0;-0.6;-24.2;-7.1;197.11;-34.48;-56.3;2.0;49.809;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;298437;2014-11-08 13:59:18:234
6.4218;5.5797;4.3239;6.4567;5.8444;4.5082;-0.0349;-0.2648;-0.1842;0.0423;0.0735;-0.183;594.0;-0.4;-24.6;-7.5;197.4;-34.44;-55.33;2.0;50.655;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;298937;2014-11-08 13:59:18:734
6.6499;6.9067;4.3676;5.8784;6.1671;4.8562;0.7715;0.7396;-0.4886;-0.2517;0.4128;-0.4818;625.0;3.2;-24.6;-8.3;204.37;-38.41;-53.06;2.0;50.533;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 18;93.7;54.0;3.818;299437;2014-11-08 13:59:19:234
5.797;4.8692;6.356;5.8939;4.66;6.3021;-0.0969;0.2092;0.0539;-0.4498;-0.4168;0.2011;811.0;4.9;-19.9;-15.1;224.76;-28.37;-43.08;2.0;51.403;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 18;93.7;54.0;3.818;299937;2014-11-08 13:59:19:734
5.4372;4.6819;5.1062;6.4231;4.6931;5.7349;-0.9859;-0.0112;-0.6287;0.1238;-0.2852;0.0799;754.0;1.3;-18.8;-15.9;226.54;-28.59;-48.24;2.0;49.095;19.519484;-96.915535;4354.84;0.0;9.677419;16 / 17;93.7;54.0;3.818;300437;2014-11-08 13:59:20:234
5.2092;1.983;4.8399;5.4355;5.313;6.1966;-0.2263;-3.33;-1.3567;2.0056;0.2533;0.5348;789.0;5.0;-18.8;-16.3;229.82;-30.02;-42.79;2.0;49.373;19.519484;-96.915535;4354.84;0.0;9.677419;16 / 17;93.7;54.0;3.818;300937;2014-11-08 13:59:20:734
8.2552;5.6653;4.3227;8.2296;4.4126;2.9955;0.0256;1.2527;1.3272;1.1044;0.1553;-1.1505;457.0;-11.4;-23.7;-2.9;173.96;-29.1;-66.5;2.0;47.746;19.519484;-96.915535;4354.84;0.0;9.677419;16 / 17;93.7;54.0;3.818;301437;2014-11-08 13:59:21:234
5.451;4.546;4.1198;6.5415;5.7572;4.4982;-1.0905;-1.2112;-0.3783;1.1433;0.6722;-0.465;569.0;-9.4;-24.5;1.3;163.51;-31.71;-63.92;2.0;49.088;19.519484;-96.915535;4354.84;0.0;9.677419;16 / 17;93.7;54.0;3.818;301937;2014-11-08 13:59:21:734
6.283;5.6796;4.5508;6.5719;5.5884;4.6637;-0.2889;0.0912;-0.1129;-0.1675;-0.0509;-0.0634;523.0;-3.5;-27.3;2.6;168.9;-36.34;-54.39;2.0;49.935;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;302437;2014-11-08 13:59:22:234
7.34;5.6108;4.0893;7.1262;5.5675;3.7936;0.2138;0.0433;0.2957;-0.0967;-0.1318;-0.241;436.0;-7.1;-25.3;4.2;159.39;-34.59;-61.97;2.0;50.651;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;302938;2014-11-08 13:59:22:735
7.2431;5.6246;3.6589;7.1168;5.6928;3.6213;0.1263;-0.0682;0.0377;0.2325;0.1222;-0.0165;433.0;-6.1;-25.7;3.8;161.74;-35.55;-62.63;2.0;49.396;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;303438;2014-11-08 13:59:23:235
7.3939;5.5743;3.5943;7.1659;5.6398;3.6074;0.228;-0.0655;-0.0131;0.0141;0.065;-0.0304;396.0;-7.5;-25.3;5.0;156.34;-35.34;-63.55;2.0;49.15;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;303938;2014-11-08 13:59:23:735
6.7726;5.6641;3.9229;7.0699;5.6156;3.8278;-0.2973;0.0485;0.0951;-0.0312;-0.0144;0.0242;425.0;-6.7;-25.7;4.2;160.02;-35.1;-61.68;2.0;49.477;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;304438;2014-11-08 13:59:24:235
7.0366;5.6234;3.7362;7.0338;5.6289;3.8745;0.0027;-0.0055;-0.1383;0.0727;-0.0027;0.0184;433.0;-6.9;-25.7;3.0;162.11;-35.03;-61.15;2.0;49.193;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 18;93.7;54.0;3.818;304938;2014-11-08 13:59:24:735
6.9911;5.6288;3.7942;7.0369;5.5981;3.9133;-0.0459;0.0307;-0.1191;-0.0029;-0.0011;-0.0104;445.0;-6.3;-25.7;3.0;163.92;-34.74;-60.91;2.0;53.328;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 17;93.7;54.0;3.818;305439;2014-11-08 13:59:25:236
7.1982;5.5689;3.8421;7.0423;5.5905;3.9145;0.1559;-0.0216;-0.0724;-0.0573;0.033;-0.0357;444.0;-6.8;-25.7;3.0;162.15;-34.74;-60.9;2.0;55.829;19.519484;-96.915535;4354.84;0.0;9.677419;17 / 17;93.7;54.0;3.818;305941;2014-11-08 13:59:25:738
7.0491;5.5725;3.8194;7.0358;5.6505;3.8393;0.0134;-0.078;-0.0199;0.086;0.0253;-0.0562;438.0;-6.2;-26.1;3.0;163.87;-35.18;-61.38;2.0;51.952;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 18;93.7;54.0;3.818;306442;2014-11-08 13:59:26:239
7.0707;5.5719;3.7128;7.0418;5.6599;3.8144;0.0289;-0.088;-0.1016;-0.0386;0.0077;-0.0453;443.0;-6.6;-26.1;3.4;162.16;-35.11;-61.56;2.0;49.5;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 18;93.7;54.0;3.818;306942;2014-11-08 13:59:26:739
7.009;5.5994;3.814;7.0469;5.6537;3.814;-0.0379;-0.0543;0.0;0.0413;0.0325;0.017;449.0;-5.9;-26.1;3.0;163.89;-35.21;-61.58;2.0;53.007;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.7;54.0;3.818;307442;2014-11-08 13:59:27:239
7.2006;5.7431;3.7882;7.0757;5.644;3.7749;0.1248;0.0991;0.0133;0.0828;-0.0043;-0.0168;448.0;-6.5;-25.7;3.8;161.78;-35.14;-61.92;2.0;48.141;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.7;54.0;3.818;307942;2014-11-08 13:59:27:739
7.0647;5.7;3.5374;7.0859;5.6891;3.6869;-0.0212;0.0108;-0.1495;0.0642;0.0013;-0.0021;454.0;-6.7;-25.7;3.8;163.97;-35.33;-62.3;2.0;47.902;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;308442;2014-11-08 13:59:28:239
7.4669;5.466;3.1801;7.0981;5.4955;3.9479;0.3688;-0.0296;-0.7678;0.2415;0.0261;0.1119;476.0;-6.4;-25.7;3.0;163.21;-34.53;-60.35;2.0;51.189;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;308942;2014-11-08 13:59:28:739
7.1593;5.6623;3.1556;7.1653;5.7124;3.4924;-0.0061;-0.0501;-0.3369;0.4168;0.0684;0.1041;285.0;-6.4;-25.7;3.4;164.15;-35.63;-64.02;2.0;57.66;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;309443;2014-11-08 13:59:29:240
7.5058;5.8832;3.0161;7.2084;5.8921;3.0811;0.2975;-0.009;-0.065;0.0967;0.033;-0.0075;246.0;-7.4;-25.7;6.4;155.75;-36.81;-66.55;2.0;54.08;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;309943;2014-11-08 13:59:29:740
7.0587;5.846;2.809;7.1853;5.9475;3.0281;-0.1266;-0.1014;-0.2191;-0.0679;0.0405;-0.0477;232.0;-7.6;-25.7;7.6;153.59;-37.16;-67.2;2.0;51.146;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;310443;2014-11-08 13:59:30:240
7.1814;6.1603;3.1855;7.0476;5.7551;3.6579;0.1338;0.4052;-0.4724;-0.3065;0.0629;-0.066;363.0;-7.2;-25.7;6.7;153.74;-36.53;-63.91;2.0;46.592;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;310944;2014-11-08 13:59:30:741
6.9593;5.1386;5.22;7.1415;4.8238;4.6799;-0.1821;0.3148;0.5401;-0.3353;-0.0224;0.0043;552.0;-6.9;-25.3;-0.4;170.74;-29.46;-56.76;2.0;48.101;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;311444;2014-11-08 13:59:31:241
7.2676;5.4702;4.8165;6.8212;5.0053;4.9586;0.4464;0.4648;-0.142;0.1941;0.02;0.0607;564.0;-4.9;-24.9;-2.6;178.41;-30.69;-53.99;2.0;48.606;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;311946;2014-11-08 13:59:31:743
6.8522;4.9219;5.0027;6.7064;5.13;4.9877;0.1458;-0.2081;0.015;0.1462;0.0391;0.012;548.0;-5.1;-25.3;-1.4;173.45;-31.63;-53.54;2.0;47.499;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;312446;2014-11-08 13:59:32:243
6.8606;6.1076;5.3792;6.4644;5.1876;5.2413;0.3962;0.92;0.1379;0.0509;0.0767;0.1033;525.0;-3.7;-25.8;-2.2;177.2;-31.94;-50.97;2.0;47.977;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;312946;2014-11-08 13:59:32:743
6.1447;3.4674;6.9085;6.4648;4.433;5.8928;-0.3201;-0.9656;1.0157;0.0029;0.3047;0.1196;756.0;-10.2;-25.0;-2.2;164.54;-28.06;-49.71;2.0;53.438;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;313447;2014-11-08 13:59:33:244
6.2483;4.6567;5.7305;5.6466;4.7259;6.477;0.6017;-0.0692;-0.7465;0.2794;0.2807;0.0503;765.0;-7.2;-24.6;0.4;165.0;-28.81;-41.08;2.0;58.72;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;313947;2014-11-08 13:59:33:744
5.4097;4.9339;6.8175;5.7175;4.9618;6.2339;-0.3078;-0.0279;0.5836;0.0663;-0.061;-0.0269;798.0;-8.3;-25.0;2.5;158.34;-30.4;-42.53;2.0;57.303;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;314447;2014-11-08 13:59:34:244
6.0448;4.9602;5.931;6.2643;5.1864;5.48;-0.2195;-0.2262;0.451;0.0716;0.0125;-0.0149;595.0;-9.8;-25.0;5.1;151.4;-31.93;-48.82;2.0;51.86;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;314947;2014-11-08 13:59:34:744
6.1513;5.1134;4.9368;6.3865;5.2626;5.262;-0.2352;-0.1492;-0.3251;0.029;0.057;0.0671;524.0;-10.7;-24.6;7.1;146.79;-32.41;-51.3;2.0;52.98;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;315448;2014-11-08 13:59:35:245
6.201;5.2194;5.4797;6.3019;5.1775;5.4451;-0.1009;0.0418;0.0346;-0.0099;0.0224;-0.0996;586.0;-11.4;-24.2;6.7;145.93;-31.57;-50.72;2.0;48.324;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;315948;2014-11-08 13:59:35:745
5.9837;4.8937;5.4696;6.2694;5.1741;5.4857;-0.2857;-0.2804;-0.0162;-0.11;0.0868;-0.1694;605.0;-9.6;-24.6;5.5;150.16;-31.84;-48.81;2.0;48.347;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.7;54.0;3.818;316448;2014-11-08 13:59:36:245
5.715;4.8291;5.712;5.8724;5.2079;5.879;-0.1575;-0.3788;-0.1671;-0.02;0.1617;0.0344;660.0;-8.4;-25.0;3.9;156.88;-31.67;-46.8;2.0;48.638;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;316948;2014-11-08 13:59:36:745
5.1356;5.1404;6.1477;5.6226;5.5706;5.7901;-0.487;-0.4303;0.3576;0.241;0.5081;-0.2035;667.0;-6.0;-25.0;4.7;158.95;-34.61;-44.16;2.0;53.61;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;317448;2014-11-08 13:59:37:245
3.8038;10.8266;5.3642;2.0191;9.0824;3.0991;1.7847;1.7442;2.2651;2.289;0.1848;1.0309;660.0;-0.1;-24.0;26.8;162.53;-59.87;-34.7;2.0;49.375;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;317948;2014-11-08 13:59:37:745
0.1748;13.0023;-0.3388;-0.4056;9.7965;0.184;0.5803;3.2058;-0.5227;-1.5252;-0.7622;1.6434;515.0;-6.7;-14.2;37.4;276.62;-73.02;109.98;2.0;48.894;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;318454;2014-11-08 13:59:38:251
-11.8286;4.689;-1.8812;-5.4507;8.107;0.8583;-6.3778;-3.418;-2.7395;1.4954;-5.2864;7.256;669.0;1.1;-15.4;35.9;251.07;-55.76;81.05;2.0;52.419;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;318954;2014-11-08 13:59:38:751
-1.631;9.1704;1.9261;-0.1254;9.7853;0.6352;-1.5057;-0.6149;1.2909;-1.4757;0.4432;0.6637;687.0;-9.6;-20.2;27.8;285.09;-87.27;126.53;2.0;57.598;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;319454;2014-11-08 13:59:39:251
-2.7809;10.3011;5.1314;-0.4249;9.5667;2.1138;-2.356;0.7344;3.0176;2.0797;2.5516;2.9439;981.0;-14.3;-21.3;10.6;156.26;-79.42;3.71;2.0;51.133;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;319955;2014-11-08 13:59:39:752
-2.2907;11.1504;0.7536;0.0616;9.0156;3.8583;-2.3523;2.1348;-3.1047;-0.934;1.4309;1.2123;693.0;-45.0;5.2;11.2;99.41;-66.83;-0.91;2.0;51.304;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;320455;2014-11-08 13:59:40:252
-1.4988;10.2083;2.472;-2.6683;8.8587;3.2517;1.1695;1.3495;-0.7796;1.2099;-0.069;-0.8434;476.0;-24.8;-16.2;5.9;148.55;-64.6;39.37;2.0;51.046;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;320955;2014-11-08 13:59:40:752
1.9507;10.1885;1.2995;-0.1382;9.6825;1.5496;2.0888;0.5061;-0.2502;0.2282;0.4818;-0.4482;286.0;-37.1;-1.9;2.1;98.57;-80.87;5.1;2.0;51.317;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;321456;2014-11-08 13:59:41:253
1.9632;11.8573;2.5875;-1.2992;9.6739;-0.9472;3.2624;2.1833;3.5348;2.5958;-0.9188;-1.3745;207.0;-28.4;-14.2;7.6;228.99;-80.56;126.1;2.0;51.392;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;321956;2014-11-08 13:59:41:753
1.7047;10.5728;-1.9022;-1.7416;9.221;-2.8478;3.4463;1.3518;0.9457;1.1108;-0.286;-0.5736;121.0;-29.1;-13.9;13.5;247.87;-62.2;139.71;2.0;48.429;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;322456;2014-11-08 13:59:42:253
-6.3452;5.2804;-2.1219;-0.5238;9.2994;-3.0688;-5.8215;-4.019;0.9469;0.1132;-0.0165;0.0639;132.0;-33.1;-9.9;14.9;278.57;-73.02;169.28;2.0;61.892;19.519484;-96.915535;4354.84;0.0;9.677419;19 / 19;93.0;54.0;3.795;322956;2014-11-08 13:59:42:753
5.7964;10.7889;0.9242;-0.2084;9.7605;-0.9269;6.0048;1.0283;1.851;0.1265;-0.7406;-0.6804;154.0;-32.4;-9.5;13.3;277.96;-84.44;167.33;2.0;60.749;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.0;54.0;3.795;323456;2014-11-08 13:59:43:253
2.135;10.3801;0.5519;-0.8081;9.7711;-0.2054;2.9431;0.6089;0.7573;-0.134;0.3936;-0.5824;192.0;-30.4;-11.3;9.3;210.19;-85.12;104.26;2.0;57.398;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.0;54.0;3.795;323956;2014-11-08 13:59:43:753
0.1359;9.7492;-0.3071;-0.3424;9.799;-0.1822;0.4782;-0.0498;-0.1249;0.3566;0.5563;-0.902;180.0;-28.5;-12.4;8.5;225.2;-87.73;118.02;2.0;66.125;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.0;54.0;3.795;324457;2014-11-08 13:59:44:254
-1.3683;10.9355;0.1526;-1.4979;9.5975;-1.3469;0.1296;1.338;1.4996;-0.3827;-0.233;0.8663;163.0;-26.8;-14.8;13.1;230.69;-80.26;123.93;2.0;65.554;19.519484;-96.915535;4354.84;0.0;9.677419;18 / 19;93.0;54.0;3.795;324958;2014-11-08 13:59:44:755
-2.2751;9.9276;0.0251;-1.5601;9.6635;-0.5951;-0.715;0.2641;0.6202;-0.2037;-0.2876;-0.5292;162.0;-26.9;-14.7;15.2;242.32;-80.3;127.12;2.0;63.897;19.519484;-96.915535;4348.39;0.0;9.677419;19 / 19;93.0;54.0;3.795;325458;2014-11-08 13:59:45:255
-2.5217;8.3133;0.3627;-1.2964;9.7142;-0.3513;-1.2253;-1.401;0.7141;0.1904;-0.0011;-0.2959;144.0;-25.6;-16.0;16.9;220.48;-78.42;100.6;2.0;63.567;19.519484;-96.915535;4348.39;0.0;9.677419;19 / 19;93.0;54.0;3.795;325961;2014-11-08 13:59:45:758
-1.2402;8.3324;-1.0684;-1.4408;9.6733;-0.722;0.2006;-1.3409;-0.3464;0.7577;-0.5763;-0.0876;215.0;-26.2;-15.6;25.1;246.89;-80.54;116.62;2.0;51.867;19.519484;-96.915535;4348.39;0.0;9.677419;19 / 19;93.0;54.0;3.795;326461;2014-11-08 13:59:46:258
-0.8954;9.3093;-0.51;-1.2918;9.7046;-0.568;0.3963;-0.3953;0.0581;-0.1515;-0.1984;0.29;259.0;-26.2;-12.7;29.3;249.46;-81.73;113.74;2.0;65.595;19.519484;-96.915535;4348.39;0.0;9.677419;19 / 19;93.0;54.0;3.795;326962;2014-11-08 13:59:46:759
-3.1526;8.7352;0.0132;-1.2445;9.7223;-0.3122;-1.908;-0.9871;0.3254;-0.2671;-0.2197;0.2842;193.0;-25.2;-13.9;25.4;246.4;-83.0;110.23;2.0;52.475;19.51948;-96.91553;4351.61;0.9;12.903226;18 / 18;93.0;54.0;3.795;327462;2014-11-08 13:59:47:259
-2.9491;9.2973;1.0217;-2.0999;9.554;-0.6939;-0.8491;-0.2567;1.7156;0.3667;-2.0565;0.4368;127.0;-24.2;-15.6;24.1;238.64;-76.97;108.28;2.0;51.395;19.51948;-96.91553;4351.61;0.9;12.903226;18 / 18;93.0;54.0;3.795;327962;2014-11-08 13:59:47:759
-2.7461;8.9998;0.3861;-2.7079;9.3736;-0.9866;-0.0383;-0.3738;1.3727;0.6277;-1.4895;0.0258;269.0;-7.8;-12.5;41.0;275.48;-73.41;111.65;2.0;58.676;19.51948;-96.91553;4351.61;0.9;12.903226;19 / 19;93.0;54.0;3.795;328462;2014-11-08 13:59:48:259
-1.9932;8.4605;-2.9592;-3.4913;9.0244;-1.5943;1.4981;-0.5639;-1.3649;0.6607;-1.3444;-0.7523;131.0;14.4;-9.2;36.6;308.74;-66.96;114.54;2.0;63.763;19.51948;-96.91553;4351.61;0.9;12.903226;19 / 19;93.0;54.0;3.795;328964;2014-11-08 13:59:48:761
-3.4435;10.7613;-1.0786;-3.5834;8.9841;-1.6171;0.1399;1.7772;0.5385;-0.3539;-0.6557;0.6812;93.0;22.8;-6.8;24.1;333.99;-66.37;114.29;2.0;61.517;19.51948;-96.91552;4354.84;0.9;12.903226;19 / 19;93.0;54.0;3.795;329464;2014-11-08 13:59:49:261
-2.1458;10.167;-4.2216;-3.511;8.9861;-1.759;1.3652;1.1809;-2.4626;-0.0583;0.388;0.4085;98.0;25.4;-6.2;21.1;333.19;-62.64;108.56;2.0;55.439;19.51948;-96.91552;4354.84;0.9;12.903226;19 / 19;93.0;54.0;3.795;329964;2014-11-08 13:59:49:761
-4.1468;9.4469;-2.1129;-3.4644;8.9705;-1.9231;-0.6824;0.4764;-0.1898;-0.1467;-0.0056;0.4522;110.0;21.0;-5.4;29.0;331.26;-66.17;119.04;2.0;62.564;19.51948;-96.91552;4354.84;0.9;12.903226;18 / 18;93.0;54.0;3.795;330464;2014-11-08 13:59:50:261
-2.6097;10.2891;-2.6588;-2.7387;9.269;-1.6601;0.129;1.0201;-0.9987;0.0248;0.4072;0.2088;120.0;22.3;-6.9;26.3;330.7;-69.12;115.2;2.0;57.721;19.51948;-96.91552;4354.84;0.9;12.903226;18 / 18;93.0;54.0;3.795;330964;2014-11-08 13:59:50:761
-2.8724;9.3673;-2.3559;-2.8654;9.2367;-1.6256;-0.007;0.1306;-0.7303;-0.3449;-0.5404;0.0842;131.0;16.8;-6.6;33.7;322.27;-70.37;119.57;2.0;57.695;19.519487;-96.91552;4354.84;1.8;12.903226;18 / 18;93.0;54.0;3.795;331465;2014-11-08 13:59:51:262
-2.9634;8.7867;-1.6305;-2.8107;9.3873;-0.385;-0.1528;-0.6006;-1.2454;-0.2096;0.0333;0.2181;200.0;20.7;-9.3;26.6;310.59;-73.47;99.57;2.0;57.46;19.519487;-96.91552;4354.84;1.8;12.903226;18 / 18;93.0;54.0;3.795;331966;2014-11-08 13:59:51:763
-5.0218;8.6658;2.2176;-3.8949;8.918;1.2122;-1.127;-0.2522;1.0055;-0.0589;-0.2921;-0.2202;264.0;20.7;-11.0;26.5;281.24;-65.42;72.71;2.0;50.761;19.519487;-96.91552;4354.84;1.8;12.903226;18 / 18;93.0;54.0;3.795;332466;2014-11-08 13:59:52:263
-6.2555;7.5806;2.2799;-5.171;8.0873;2.0065;-1.0844;-0.5067;0.2734;-0.1228;0.0168;-0.0059;373.0;21.1;-8.6;27.7;277.4;-57.79;70.28;2.0;51.718;19.519487;-96.91552;4354.84;1.8;12.903226;18 / 18;93.0;54.0;3.795;332966;2014-11-08 13:59:52:763
